
PriLevel,SecLevel,Trigger,Sync,ToothTime,Time
"Flag","Flag","Flag","Flag","ms","ms"
0.0,0.0,0.0,1.0,219.83347,2180.8955
0.0,0.0,0.0,1.0,252.89946,2433.795
0.0,0.0,1.0,0.0,223.56245,2657.3574
0.0,0.0,1.0,0.0,78.8766,2736.2341
0.0,0.0,1.0,0.0,178.95108,2915.1853
0.0,0.0,1.0,0.0,90.91962,3006.105
0.0,0.0,1.0,0.0,91.6014,3097.7063
0.0,0.0,1.0,1.0,95.66568,3193.372
0.0,0.0,1.0,0.0,78.53472,3271.9067
0.0,0.0,1.0,0.0,209.65428,3481.561
0.0,0.0,1.0,0.0,265.96152,3747.5225
0.0,0.0,0.0,1.0,254.09209,4001.6145
0.0,0.0,1.0,0.0,337.02637,4338.6406
0.0,0.0,1.0,1.0,34.77276,4373.4136
0.0,0.0,1.0,1.0,137.56116,4510.9746
0.0,0.0,1.0,0.0,295.8206,4806.7954
0.0,0.0,1.0,0.0,5.2602,4812.0557
0.0,0.0,1.0,0.0,164.36111,4976.417
1.0,0.0,0.0,1.0,226.43742,5202.8545
0.0,0.0,1.0,1.0,51.56316,5254.4175
0.0,0.0,1.0,0.0,122.29734,5376.715
0.0,0.0,1.0,0.0,167.41692,5544.132
0.0,0.0,1.0,0.0,121.62084,5665.7524
0.0,0.0,1.0,1.0,202.8774,5868.63
0.0,0.0,1.0,1.0,51.5658,5920.196
0.0,0.0,1.0,1.0,51.7341,5971.9297
0.0,0.0,1.0,1.0,51.56052,6023.49
0.0,0.0,1.0,0.0,208.12506,6231.615
0.0,0.0,1.0,1.0,141.4644,6373.0796
1.0,0.0,0.0,0.0,269.35855,6642.438
0.0,0.0,1.0,1.0,336.36172,6978.8
0.0,0.0,1.0,1.0,312.10608,7290.906
0.0,0.0,1.0,1.0,250.52808,7541.4336
0.0,0.0,1.0,1.0,205.74576,7747.179
1.0,0.0,0.0,0.0,227.6307,7974.81
0.0,0.0,1.0,1.0,205.75104,8180.561
1.0,0.0,0.0,0.0,10.6854,8191.2466
1.0,0.0,0.0,0.0,141.12318,8332.37
1.0,0.0,0.0,0.0,141.63666,8474.007
1.0,0.0,1.0,0.0,228.31181,8702.318
1.0,0.0,0.0,0.0,289.8852,8992.203
1.0,0.0,0.0,0.0,185.0574,9177.261
1.0,0.0,0.0,0.0,272.58264,9449.844
1.0,0.0,0.0,0.0,160.2876,9610.131
1.0,0.0,0.0,1.0,287.1825,9897.313
1.0,0.0,0.0,0.0,246.45654,10143.77
1.0,0.0,0.0,1.0,315.15924,10458.929
1.0,0.0,0.0,0.0,159.26855,10618.197
1.0,0.0,0.0,1.0,201.00102,10819.198
1.0,0.0,1.0,0.0,191.67323,11010.871
1.0,0.0,0.0,0.0,203.54532,11214.416
1.0,0.0,0.0,1.0,14.58402,11229.0
1.0,0.0,0.0,0.0,289.0305,11518.03
1.0,0.0,1.0,0.0,147.23346,11665.264
1.0,0.0,1.0,1.0,193.54236,11858.806
1.0,0.0,1.0,1.0,30.36198,11889.168
1.0,0.0,0.0,0.0,72.93132,11962.1
1.0,0.0,0.0,1.0,72.9333,12035.033
1.0,0.0,1.0,0.0,104.65818,12139.691
1.0,0.0,1.0,1.0,322.9578,12462.649
